TotalCount,Hosp_ID,Hosp_Name,Special_Type,Special_Name,Regist_Fee,EM_Regist_Fee,Fee_Remark,Address,Tel_Area,Tel_Num,Stars,Comments
1517,3501183789,李世輝耳鼻喉科診所,4,診所,150,\N,\N,臺北市中正區南昌路1段79號,2,23979639,5,102
1518,3501183056,池振坤耳鼻喉科診所,4,診所,150,\N,\N,臺北市中正區南昌路1段88號2樓之1,2,23972684,4.6,87
1519,3501185210,蘭心診所,4,診所,150,\N,颱風等依北市人事行政局公告停診(12/31休診),臺北市中正區南昌路2段11號、15號,2,23515995,4.2,34
1520,3701183489,品瑞牙醫診所,4,診所,100,\N,\N,臺北市中正區南昌路2段13號,2,23933311,4.3,18
1521,3701180111,聯嘉牙醫診所,4,診所,100,\N,\N,臺北市中正區南昌路2段206號2樓－1,2,23678052,4.4,26
1522,3801182215,寶生堂中醫診所,4,診所,150,\N,週六及週日全天休診,臺北市中正區南昌路2段206號3樓之1,2,23673899,4,29
1523,3501185952,大心古亭診所,4,診所,350,\N,\N,臺北市中正區南昌路2段206號5樓之1,2,23676883,4.8,16
1524,3501181454,戰痘診所,4,診所,150,\N,\N,臺北市中正區南陽街21－6號,2,23756013,4.2,84
1525,3701180157,俊廣牙醫診所,4,診所,150,\N,\N,臺北市中正區南陽街3號3樓,2,23142887,3.6,11
1526,3801182895,南陽中醫診所,4,診所,150,200,\N,臺北市中正區南陽街3號7樓之2,9,7278069,5,3
1527,3501185961,博士診所,4,診所,100,\N,\N,臺北市中正區南陽街8號地下（地下一層）,2,23120120,4.7,54
1528,2101180038,臺北市立聯合醫院附設中正門診部,4,診所,50,\N,\N,臺北市中正區牯嶺街24號,2,23210168,4,4
1529,3701183685,維昕牙醫診所,4,診所,100,\N,\N,臺北市中正區牯嶺街93號(1、2樓）,2,23685277,3.6,24
1530,3501183850,健康101診所,4,診所,100,\N,\N,臺北市中正區牯嶺街97號1樓,2,23645143,4.3,74
1531,3701183443,德華牙醫診所,4,診所,150,\N,\N,臺北市中正區重慶南路1段110號,2,23704511,4.9,1404
1532,3801182420,日明耀中醫診所,4,診所,150,\N,\N,臺北市中正區重慶南路1段66之1號2樓之1,2,23611190,3.6,26
1533,3701183845,雅德思牙醫診所,4,診所,100,\N,\N,臺北市中正區重慶南路1段66號,2,23140806,4.8,107
1534,3501185774,小禾馨懷寧小兒專科診所,4,診所,250,\N,平日白天250晚上及六日300,臺北市中正區重慶南路1段99號2樓,2,23110353,3.6,72
1535,3701180497,鐘牙醫診所,4,診所,100,\N,\N,臺北市中正區重慶南路3段40號,2,23033035,3.9,63
1536,3501185603,日明耀診所,4,診所,150,\N,\N,臺北市中正區重慶南路一段66之1號2樓之1,2,23611190,3.6,26
1537,3701183774,師院牙醫診所,4,診所,100,\N,\N,臺北市中正區師大路159號、159號地下,2,27004232,4.4,135
1538,3701183229,長齡牙醫診所,4,診所,50,\N,\N,臺北市中正區師大路163號,2,23685920,4.6,39
1539,3501185372,惠森復健科診所,4,診所,100,\N,\N,臺北市中正區師大路172號、172號之1號,2,23689166,4.4,79
1540,3501181810,周正成小兒科診所,4,診所,200,350,3歲以下-150元,臺北市中正區徐州路24號,2,23516830,4.5,82
1541,3701183603,氧樂多牙醫診所,4,診所,200,\N,\N,臺北市中正區紹興北街3號4樓,2,33225718,4.1,103
1542,2501180018,國軍台北門診中心附設民眾診療服務處,4,診所,70,\N,掛號費70元+部分負擔50元 = 120 元 (民眾需付款額),臺北市中正區紹興南街7號,2,23918235,4.5,8
1543,3701183630,華泰牙醫診所,4,診所,150,150,\N,臺北市中正區許昌街30號3樓,2,23826600,4.8,175
1544,3501185756,江恩婦產科診所,4,診所,200,\N,\N,臺北市中正區許昌街8號,2,23881980,3.8,162
1545,3501183592,奕康耳鼻喉科診所,4,診所,200,300,http://ecom.1655.com.tw/,臺北市中正區連雲街72號2樓,2,23212788,3.9,103
1546,3801182322,永康中醫診所,4,診所,100,\N,\N,臺北市中正區連雲街75號,2,23936008,4.7,29
1547,3801182742,東門中醫診所,4,診所,150,\N,\N,臺北市中正區連雲街81號2樓,2,23432000,4.2,38
1548,3801182840,彭燕婷中醫診所,4,診所,150,\N,\N,臺北市中正區連雲街85號2樓,2,23971958,4.4,27
1549,3701181305,黃牙醫診所,4,診所,50,\N,\N,臺北市中正區博愛路68號2樓,2,23117298,4.4,25
1550,3501185658,立光診所,4,診所,150,\N,\N,臺北市中正區博愛路76號2樓,2,23112276,4.5,33
1551,3801182706,喜豐堂中醫診所,4,診所,100,\N,\N,臺北市中正區博愛路88號（使用第1層）,2,23712323,4.2,38
1552,3501181981,彭內科診所,4,診所,100,\N,\N,臺北市中正區廈門街35號,2,23675690,4.8,5
1553,3701180773,金山牙醫診所,4,診所,150,150,\N,臺北市中正區愛國東路62號,2,23214735,4.7,41
1554,3801180695,珍仁堂中醫診所,4,診所,150,\N,\N,臺北市中正區新生南路1段110-2號1樓,2,23915512,4.6,19
1555,3801182108,洪麗妃中醫診所,4,診所,100,\N,11/8.11/22.11/27,臺北市中正區新生南路1段110之4號2樓,2,23569936,4.9,53
1556,3701182955,大佳牙醫診所,4,診所,150,\N,\N,臺北市中正區新生南路1段110號,2,23951815,4.5,15
1557,3701183765,仁崇牙醫診所,4,診所,\N,\N,\N,臺北市中正區新生南路1段122之3號2樓,2,23949298,4.2,71
1558,3701180915,蕭煥嘉牙醫診所,4,診所,50,\N,疫情期間更改為周一下午3:00-7:00 周四上午9:00-13:30  疫情期間，全面預約制,臺北市中正區新生南路1段128號,2,23911421,4.6,11
1559,3501181990,李相台診所,4,診所,\N,\N,\N,臺北市中正區新生南路1段148號2樓之1,2,23911378,2.2,9
1560,3801182475,華陽中醫診所,4,診所,100,\N,\N,臺北市中正區新生南路1段16之4號,2,23951066,4.9,30
1561,3701183872,喜樂牙醫診所,4,診所,50,\N,\N,臺北市中正區新生南路1段50之1號2樓,2,23939349,3.3,65
1562,3501184213,美診所,4,診所,100,\N,\N,臺北市中正區新生南路1段56號4樓、56巷2號,2,33224633,4.3,158
1563,3701183783,怡賀牙醫診所,4,診所,150,\N,\N,臺北市中正區新生南路1段56號6樓,2,23563311,4.6,58
1564,3701181485,玉霖牙醫診所,4,診所,\N,\N,\N,臺北市中正區新生南路1段60號2樓,2,23218325,3.7,37
1565,3501185425,宜康診所,4,診所,200,\N,\N,臺北市中正區新生南路一段148號,2,23417696,4.1,116
1566,3801182484,益壽中醫診所,4,診所,150,\N,本醫院/診所每個月不定期休診,臺北市中正區寧波西街47號3樓,2,23435546,4.5,21
1567,3701180200,新光牙醫診所,4,診所,100,\N,\N,臺北市中正區寧波西街65號,2,23516562,5,5
1568,3801182331,佳譽堂中醫診所,4,診所,100,\N,\N,臺北市中正區寧波西街71號,2,23931718,5,14
1569,3701183274,廖春美牙醫診所,4,診所,100,\N,無急診,臺北市中正區寧波西街78號2樓,2,23937315,5,1
1570,3801180604,寧波中醫診所,4,診所,50,\N,\N,臺北市中正區寧波西街80之1號,2,23218849,4,14
1571,3701180611,志明牙醫診所,4,診所,100,\N,\N,臺北市中正區寧波西街80號1樓,2,23968925,3.5,70
1572,3701183809,慶輝牙醫診所,4,診所,150,\N,\N,臺北市中正區寧波西街96號,2,23012100,3.9,20
1573,3501181258,林診所,4,診所,100,\N,\N,臺北市中正區寧波東街22號,2,23921100,4,47
1574,3701180120,慶聲牙醫診所,4,診所,100,\N,根管治療複診掛號費150元,臺北市中正區寧波東街9巷3號1樓,2,23930043,4.9,29
1575,3701180880,名一牙醫診所,4,診所,\N,\N,\N,臺北市中正區漢口街1段80巷6弄5號1樓,2,23880229,5,1
1576,3701181163,博瀚牙醫診所,4,診所,150,\N,\N,臺北市中正區銅山街24號2樓,2,23217599,3.5,2
1577,3501185989,衡觀診所,4,診所,150,\N,\N,臺北市中正區衡陽路20號6樓,2,27713992,4.8,24
1578,3801181898,順天中醫診所,4,診所,100,\N,\N,臺北市中正區衡陽路85號2樓,2,23821545,5,87
1579,3701183461,雙子星牙醫診所,4,診所,150,\N,\N,臺北市中正區館前路26號2樓,2,23822345,4.5,234
1580,3701183532,雅偲牙醫診所,4,診所,150,\N,\N,臺北市中正區館前路2號6樓,2,23703777,4.5,266
1581,3501183538,拉菲爾人本診所,4,診所,100,\N,\N,臺北市中正區館前路49號11樓,2,23700999,4.1,82
1582,3501183903,站前大學眼科診所,4,診所,150,\N,特殊對象掛號費優免請洽櫃台,臺北市中正區館前路8號3樓,2,23752558,4.1,542
1583,3701181172,仁安牙醫診所,4,診所,50,\N,\N,臺北市中正區濟南路2段3－5號,2,23973393,4.8,41
1584,3501181767,惠恩診所,4,診所,150,\N,\N,臺北市中正區濟南路2段48巷3之2號,2,23919572,4.1,54
1585,3801182386,華御中醫診所,4,診所,200,\N,\N,臺北市中正區濟南路2段51號,2,23215250,4.9,17
1586,3701181065,鼎佳牙醫診所,4,診所,150,\N,\N,臺北市中正區濟南路2段58號2樓之1,2,23411642,5,4
1587,3701180442,新欣牙醫診所,4,診所,50,\N,\N,臺北市中正區濟南路2段65號2樓,2,23417513,4.6,734
1588,3701183701,林志聲牙醫診所,4,診所,150,\N,\N,臺北市中正區臨沂街13巷16號,2,23952277,3.8,16
1589,3801182868,沂禾中醫診所,4,診所,150,\N,\N,臺北市中正區臨沂街33巷38號,2,23958800,4.8,16
1590,3501180582,惠生診所,4,診所,100,100,\N,臺北市中正區臨沂街69之1號,2,23944488,4.6,11
1591,3801182760,茂澤中醫診所,4,診所,100,\N,\N,臺北市中正區臨沂街6巷5號,2,23948087,4.6,11
1592,3701183569,東門牙醫診所,4,診所,100,\N,\N,臺北市中正區臨沂街79之10號,2,23416060,4.8,137
1593,3701183470,啟琮牙醫診所,4,診所,100,\N,\N,臺北市中正區襄陽路41號、43號,2,23113623,2,2
1594,3801182064,恆美中醫診所,4,診所,200,\N,\N,臺北市中正區襄陽路9號8樓,2,23111099,4.9,33
1595,3501185934,懷寧復健科診所,4,診所,150,\N,\N,臺北市中正區懷寧街110號,2,23122632,4.8,156
1596,3701180362,尚義牙醫診所,4,診所,100,\N,\N,臺北市中正區懷寧街62號2樓202室,2,23711832,4.8,42
1597,3501184731,禾馨婦產科診所,4,診所,\N,\N,\N,臺北市中正區懷寧街78號、78號2樓,2,23612323,3.8,562
1598,3701181458,天惠牙醫診所,4,診所,150,150,\N,臺北市中正區羅斯福路1段102號2樓,2,23930707,4.7,16
1599,3801180551,吳龍源中醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路1段131號3樓,2,23414618,4,20
1600,3701183005,皓齒牙醫診所,4,診所,50,\N,\N,臺北市中正區羅斯福路1段131號4樓,2,23510300,\N,0
1601,3701181261,紐約牙醫診所,4,診所,150,\N,\N,臺北市中正區羅斯福路1段28號2樓,2,23951658,3.7,32
1602,3801181889,李明潤中醫診所,4,診所,100,100,"本所初、複診皆以電話預約掛號,星期日,一及國定假日休診",臺北市中正區羅斯福路1段28號2樓－1,2,23225567,4.6,18
1603,3501184222,星采皮膚專科診所,4,診所,150,\N,\N,臺北市中正區羅斯福路1段32號2樓,2,23951167,4.7,590
1604,3701181270,大宇牙醫診所,4,診所,150,\N,\N,臺北市中正區羅斯福路1段46號2樓,2,23217474,5,16
1605,3701182848,慈聖牙醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路1段55號1樓,2,23418118,4.8,16
1606,3501185194,蔡瑞芳眼科診所,4,診所,200,\N,\N,臺北市中正區羅斯福路1段73號、75號2樓,2,33938088,2.7,39
1607,3501185863,古亭光澤診所,4,診所,50,\N,\N,臺北市中正區羅斯福路2段116號、116號2樓、2樓之1,2,23686181,4.7,380
1608,3501185710,波菲特醫美診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段116號4樓之1,2,23620005,5,167
1609,3701183578,蘇黎世牙醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段116號5樓之1,2,23621001,4.3,56
1610,3701183658,齊美牙醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段136號7樓,2,23693336,4.7,472
1611,3801182626,榮星中醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段140號2樓之1,2,23682114,4.1,19
1612,3701183069,金恩牙醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段16號3樓,2,23910209,3.3,10
1613,3701183541,愛迪牙醫診所,4,診所,150,1500,\N,臺北市中正區羅斯福路2段18號2樓,2,33221008,4.6,30
1614,3701183292,南門牙醫診所,4,診所,\N,\N,\N,臺北市中正區羅斯福路2段1號2樓之1,2,23972629,4.4,14
1615,3501183172,蔡明勳診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段40號1樓,2,23560850,4.3,89
1616,3501185112,博士眼科診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段70號4樓之6、70號4樓之7、70,2,23943660,3.8,165
1617,3701180684,快安牙醫診所,4,診所,50,\N,\N,臺北市中正區羅斯福路2段70號5樓－8,2,23943434,4,4
1618,3801182877,羅福中醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路2段70號6樓之6,2,23681161,4.7,48
1619,3501184393,悅心診所,4,診所,150,\N,\N,臺北市中正區羅斯福路2段7之2號、7之3號,2,23961008,4.6,63
1620,3701181154,米奇牙醫診所,4,診所,150,\N,\N,臺北市中正區羅斯福路3段244巷10弄8號1樓,2,23652774,3.6,21
1621,3701183676,怡樺牙醫診所,4,診所,50,\N,\N,臺北市中正區羅斯福路3段244巷2弄22號,2,23659395,4.8,72
1622,3701183827,東北大牙醫診所,4,診所,50,\N,\N,臺北市中正區羅斯福路3段276號1、2樓,2,23650506,4.1,144
1623,3501185916,元泰診所,4,診所,100,\N,\N,臺北市中正區羅斯福路3段2號2樓,2,23680599,4.4,14
1624,3701180700,展光牙醫診所,4,診所,50,\N,\N,臺北市中正區羅斯福路3段50號2樓－1,2,23671045,4,2
1625,3701183667,美國傳奇牙醫診所,4,診所,150,\N,\N,臺北市中正區羅斯福路4段24巷6之1號,2,23683336,4.4,10
1626,3701183756,博齡牙醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路4段50號3樓之4,2,23651718,3.5,52
1627,3801182126,張順晶中醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路二段44號5樓,2,23948278,4.5,20
1628,3501184973,平安身心精神科診所,4,診所,\N,\N,\N,臺北市中正區羅斯福路三段218號,2,23680055,2.6,66
1629,3801182724,時代中醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路三段272號10樓,2,23690082,3.9,31
1630,3701183694,合睿牙醫診所,4,診所,150,\N,\N,臺北市中正區羅斯福路四段68號7樓之11,2,23634687,3,1
1631,3701183738,美日牙醫診所,4,診所,100,\N,\N,臺北市中正區羅斯福路四段68號9樓之1,2,23685879,4.9,150
1632,3701112739,宸采牙醫診所,4,診所,100,\N,部份負擔50,臺北市內湖區大湖山莊街157號,2,87917171,4.3,8
1633,3701110735,弘林牙醫診所,4,診所,150,\N,\N,臺北市內湖區大湖街131巷2號、2之1號,2,27905585,3.9,8
1634,3801111725,聿麒中醫診所,4,診所,150,\N,\N,臺北市內湖區五分街93號,2,26332058,3.6,13
1635,3501111121,慈銨診所,4,診所,150,\N,\N,臺北市內湖區五分街95號1樓,2,26313684,3,2
1636,3701112408,康豪牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段217巷27號1樓,2,26279292,3.8,25
1637,3501113849,育睿診所,4,診所,150,\N,國定假日休診. 星期日休診,臺北市內湖區內湖路1段217巷35號,2,26560801,4.5,52
1638,3701112800,喜悅牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段248號2樓,2,26560580,4.6,386
1639,3701112999,美立華牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段27號1、2樓,2,26590179,3.4,26
1640,3701111036,欣仁牙醫診所,4,診所,200,\N,早上10~12點.  下午2點30分~晚上9點,臺北市內湖區內湖路1段285巷27弄5號1樓,2,27986210,3.8,12
1641,3701110780,西湖牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段285巷4號1、2樓,2,27987143,3.9,279
1642,3501111167,西湖安康診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段285巷65弄18號1樓,2,26580838,4.9,13
1643,3701112426,誠心牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段285巷65弄23號1樓,2,87976001,4.6,25
1644,3501114337,哈佛診所,4,診所,\N,\N,\N,臺北市內湖區內湖路1段296號（1、2樓）、300號2樓,2,27155565,4.5,677
1645,3501112806,陳喬鴻眼科診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段300號3樓－2、3樓－3,2,87515125,3.8,75
1646,3701112300,萬居牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段323巷4弄1號,2,27992346,3.9,33
1647,3701110299,忠信牙醫診所,4,診所,100,100,\N,臺北市內湖區內湖路1段335號2樓,2,27986357,4.7,27
1648,3501114079,力康復健科診所,4,診所,200,\N,\N,臺北市內湖區內湖路1段358號2樓,2,26580866,3.4,81
1649,3801112062,詠樂中醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段373號1樓,2,26275580,4.9,33
1650,3701112908,涵堤牙醫診所,4,診所,100,200,星期日休診,臺北市內湖區內湖路1段379號,2,26272022,4.1,45
1651,3701110986,前衛牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段387巷3弄6號,2,27994234,2.9,29
1652,3501113072,加安耳鼻喉科診所,4,診所,150,\N,"三歲以下,70歲以上一般民眾收50元,學生及65歲至70歲間一般民眾收100",臺北市內湖區內湖路1段401號1樓,2,26277869,4.1,51
1653,3501110188,魏穀年診所,4,診所,150,\N,"1歲以下,65歲以上,福保100.清寒為50",臺北市內湖區內湖路1段403號,2,26572691,4.2,87
1654,3501114248,內湖身心精神科診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段439號,2,26271028,4.1,22
1655,3501113090,誠康診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段585號,2,26572585,4.2,90
1656,3701112266,麗緻牙醫診所,4,診所,\N,\N,\N,臺北市內湖區內湖路1段609號1樓,2,87515661,4.5,292
1657,3501113992,榮欣骨科診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段617號1樓、2樓,2,26279155,4.3,167
1658,3501113812,連安診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段619號及619號2樓,2,26276705,4.6,191
1659,3801112106,泰興中醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段629巷10號1樓,2,27970013,4.8,16
1660,3501113867,辰星皮膚專科診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段635號,2,27995090,4.2,215
1661,3701113049,德威國際牙醫診所,4,診所,50,\N,\N,臺北市內湖區內湖路1段659號3樓,2,27999955,4.8,683
1662,3701113067,優秀牙醫診所,4,診所,50,\N,\N,臺北市內湖區內湖路1段659號3樓,2,27999955,4.7,165
1663,3701112873,維欣牙醫診所,4,診所,50,150,\N,臺北市內湖區內湖路1段667巷1號,2,26572388,4.6,38
1664,3501113974,晴渼皮膚專科診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段667巷3號、5號,2,26575636,4.2,121
1665,3701110511,永霖牙醫診所,4,診所,50,\N,\N,臺北市內湖區內湖路1段673號2樓,2,27992297,4.3,41
1666,3501113170,晴安診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段709之1號,2,27995800,4.4,19
1667,3701110664,力奇牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段737巷26號1樓,2,26582776,4.4,14
1668,3501110142,敏聖內兒科診所,4,診所,100,\N,\N,臺北市內湖區內湖路1段737巷27號,2,27987856,5,4
1669,3701110137,文心牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段737巷50弄31號,2,26571134,3.9,31
1670,3501113330,仁弘耳鼻喉科診所,4,診所,150,\N,\N,臺北市內湖區內湖路1段737巷50弄37號,2,26596360,4.7,177
1671,3701110897,麗湖牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段100號,2,26593003,4.7,139
1672,3701110575,皇家牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路2段103巷48－3號1樓,2,26276756,4.6,319
1673,3501113134,焉醫師診所,4,診所,150,350,\N,臺北市內湖區內湖路2段21號,2,27995008,4.2,75
1674,3501110240,宋小兒科診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段25號,2,27999366,4.8,19
1675,3701113030,明品牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段265號（實際使用：1、2層）,2,27905859,5,213
1676,3801110086,卓家泉安堂老舖中醫診所,4,診所,80,\N,\N,臺北市內湖區內湖路2段353號1樓,2,27909217,5,4
1677,3501111032,立安診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段365號1樓,2,27933632,4.8,44
1678,3701110968,潘渭祥牙醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路2段367號1樓,2,27917728,4,70
1679,3701112417,丰采牙醫診所,4,診所,\N,\N,\N,臺北市內湖區內湖路2段391號1樓,2,27903265,5,150
1680,3701110762,敬偉牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段39－1號1樓,2,27975555,4.9,1142
1681,3701110502,林牙醫診所,4,診所,\N,\N,\N,臺北市內湖區內湖路2段395號3樓,2,27922131,3,2
1682,3501113769,吳坤駿診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段468號,2,87926606,3.9,21
1683,3801111609,憫泰中醫診所,4,診所,100,\N,\N,臺北市內湖區內湖路2段488號2樓,2,27955986,4.2,28
1684,3701112122,平安牙醫診所,4,診所,150,\N,\N,臺北市內湖區內湖路2段52－3號,2,87977278,4.5,153
1685,3501113965,適康復健科診所,4,診所,150,\N,\N,臺北市內湖區文德路141號,2,87977566,4.2,136
1686,3501114177,德拉瓦三醫診所,4,診所,150,\N,\N,臺北市內湖區文德路165號,2,87976280,5,6
1687,3701112748,優生活牙醫診所,4,診所,100,\N,部分負擔50,臺北市內湖區文德路169號,2,27997373,4.8,46
1688,3501113063,紫陽復健科診所,4,診所,150,\N,\N,臺北市內湖區文德路208巷8號1樓、地下1樓,2,27988128,4.5,47
1689,3801111403,祐康中醫診所,4,診所,100,\N,\N,臺北市內湖區文德路210巷30弄23號,2,26576818,5,87
1690,3701111027,林俊民牙醫診所,4,診所,50,\N,\N,臺北市內湖區文德路210巷30弄7號,2,26594040,4.3,16
1691,3701112579,萬和牙醫診所,4,診所,100,\N,\N,臺北市內湖區文德路21號,2,27978008,4.1,7
1692,3701110842,康絜牙醫診所,4,診所,150,\N,\N,臺北市內湖區文德路22巷27弄10號,2,26584771,4.3,8
1693,3701112211,安政牙醫診所,4,診所,100,\N,\N,臺北市內湖區文德路22巷41號,2,26570847,3.8,12
1694,3801111672,萬安堂中醫診所,4,診所,110,\N,\N,臺北市內湖區文德路22巷9弄42號1樓,2,26599135,4.4,33
1695,3501110857,弘育診所,4,診所,150,\N,\N,臺北市內湖區文德路22巷9弄64號,2,26578699,5,14
1696,3501114113,思維診所,4,診所,150,250,\N,臺北市內湖區文德路25號,2,26574559,4.1,28
1697,3701112855,文湖牙醫診所,4,診所,100,\N,\N,臺北市內湖區文德路275號2樓之1,2,27966188,4.7,452
1698,3701113094,文湖美學牙醫診所,4,診所,100,\N,\N,臺北市內湖區文德路277號,2,27966525,4.7,452
1699,3701110333,大方牙醫診所,4,診所,150,\N,\N,臺北市內湖區文德路2號3樓,2,27978821,4.9,13
1700,3501112315,文德耳鼻喉科診所,4,診所,150,\N,\N,臺北市內湖區文德路32號,2,87971942,4.3,90
1701,3701110995,康德牙醫診所,4,診所,150,\N,\N,臺北市內湖區文德路70號2樓、74號,2,26582280,4.7,41
1702,3701113147,紐大牙醫診所,4,診所,100,\N,\N,臺北市內湖區文德路71號1樓、73號2樓之3,2,26581414,4.9,274
1703,3501110017,陳德駿婦產科診所,4,診所,150,\N,2/10-2/16休診,臺北市內湖區文德路8號2樓,2,27974455,4.1,139
1704,3501113321,林登山耳鼻喉科診所,4,診所,150,\N,\N,臺北市內湖區文德路96號,2,26596638,3.8,139
1705,3701110959,光美牙醫診所,4,診所,150,\N,無急診掛號,臺北市內湖區民權東路6段102號1樓,2,27901788,4.5,139
1706,3501114015,曜暘診所,4,診所,150,\N,精神科,臺北市內湖區民權東路6段123巷8號,2,87925925,4.6,249
1707,3701112971,璟品牙醫診所,4,診所,50,50,\N,臺北市內湖區民權東路6段125號,2,87927158,4.3,13
1708,3701110342,名嘉牙醫診所,4,診所,50,\N,\N,臺北市內湖區民權東路6段126號,2,27919028,3.5,20
1709,3501113401,維仁診所,4,診所,150,\N,\N,臺北市內湖區民權東路6段136巷4號,2,27923829,4.4,10
1710,3501114104,心力合診所,4,診所,\N,\N,洗腎業務,臺北市內湖區民權東路6段165、167、169、171號,2,27913169,3.3,10
1711,3701112935,惟君美學牙醫診所,4,診所,100,\N,\N,臺北市內湖區民權東路6段168號1及2樓,2,87920898,4.7,163
1712,3701110771,明湖牙醫診所,4,診所,100,\N,\N,臺北市內湖區民權東路6段296巷113號1樓,2,26313297,3.7,28
1713,3701112597,晴天牙醫診所,4,診所,150,300,\N,臺北市內湖區民權東路6段296巷1號1樓,2,26328881,4,70
1714,3501113929,禾馨民權婦幼診所,4,診所,200,\N,\N,臺北市內湖區民權東路6段42號2－4樓（之1、之2、之3）,2,55713333,4.6,1942
1715,3501113750,禾馨內湖婦幼診所,4,診所,200,\N,\N,臺北市內湖區民權東路6段42號5樓(之1、之2、之3）,2,55713333,4.6,1941
1716,3501110973,東成診所,4,診所,\N,\N,\N,臺北市內湖區民權東路6段495號2樓之1、之2、495號4樓,2,26316850,4.4,21
1717,3501112324,內湖長春診所,4,診所,150,\N,\N,臺北市內湖區民權東路6段64號,2,27926868,3.2,9
1718,2101110027,臺北市立聯合醫院附設內湖門診部,4,診所,50,\N,無急診,臺北市內湖區民權東路6段99號,2,27908387,3.4,42
1719,3701112113,菁華牙醫診所,4,診所,100,\N,\N,臺北市內湖區安康路486號,2,26348610,4.1,24
1720,3701112640,韻昇牙醫診所,4,診所,100,100,\N,臺北市內湖區成功路2段478號2樓,2,27961018,4.3,21
1721,3501113116,夏一新身心精神科診所,4,診所,250,250,初診掛號費:950元  複診掛號費: 250元。,臺北市內湖區成功路3段143號4樓,2,87928213,"4.4
",147
1722,3701110253,深博牙醫診所,4,診所,100,\N,\N,臺北市內湖區成功路3段143號6樓,2,27931557,4.7,6
1723,3501112548,汎美皮膚科診所,4,診所,150,\N,\N,臺北市內湖區成功路3段161號,2,27920075,3.6,95
1724,3501110928,成功耳鼻喉科診所,4,診所,150,\N,\N,臺北市內湖區成功路3段162－1號1樓、164號1樓,2,27940064,3.6,144
1725,3501113018,成功復健科診所,4,診所,100,\N,\N,臺北市內湖區成功路3段162－1號1樓、164號1樓,2,27938098,4.1,54
1726,3501113312,成功皮膚科診所,4,診所,150,\N,\N,臺北市內湖區成功路3段162－1號1樓、164號1樓,2,27938566,4,141
1727,3701112337,翠柏牙醫診所,4,診所,150,\N,\N,臺北市內湖區成功路3段162號,2,27901234,4.1,21
1728,3701112373,仁人牙醫診所,4,診所,\N,\N,\N,臺北市內湖區成功路3段172之2號2樓,2,27929596,4.8,682
1729,3701112711,心美牙醫診所,4,診所,150,\N,\N,臺北市內湖區成功路3段174巷14號、14號2樓,2,27954477,3.8,30
1730,3801110288,內湖中醫診所,4,診所,100,\N,\N,臺北市內湖區成功路3段174巷1號1樓3樓,2,27909187,4.4,63
1731,3701112766,澄美牙醫診所,4,診所,150,\N,\N,臺北市內湖區成功路3段181號2樓,2,27923062,4.3,40
1732,3501113269,內湖翰林眼科診所,4,診所,150,\N,\N,臺北市內湖區成功路3段183號2樓,2,87922296,3.4,49
